"","year","Country","Country.GDP","Region","Country.Scaled.GDP","in.degree","out.degree","degree","betweeness","eigenvector.cent","katz.cent","hub.level","authority.level","community"
"14",2014,"EST",26773472962,"Europe & Central Asia",0.0390015874990726,8,0,8,0,0.340309785578081,6.18366206010397,1.4559048387186e-16,1,"8"
"15",2014,"FIN",2.74e+11,"Europe & Central Asia",0.29312953878423,4,1,5,0,0.258983705266052,3.15034041931705,0.0412964960211246,0.797173810171163,"8"
"16",2014,"FRA",2.85e+12,"Europe & Central Asia",2.94103957640711,2,3,5,4,0.288757448591891,2.32765398108816,0.0942486235958947,0.679377085371716,"2"
"17",2014,"GBR",3.06e+12,"Europe & Central Asia",3.15690180773507,1,4,5,0,0.264322286728182,1.58536585365854,0.13830112787234,0.409464537199268,"3"
"18",2014,"GRC",2.37e+11,"Europe & Central Asia",0.255096669455019,1,0,1,0,0.109643951335363,1.58536585365854,1.81988104839825e-17,0.409464537199268,"11"
"19",2014,"HRV",57642879510,"Europe & Central Asia",0.0707327254858393,4,0,4,0,0.250479744582291,3.72424636974106,7.27952419359298e-17,0.789814696257009,"2"
"20",2014,"HUN",1.41e+11,"Europe & Central Asia",0.156416792276527,7,1,8,4.25,0.385615534664485,6.49752800514428,0.0339923212135202,0.989472063913119,"2"
"21",2014,"IDN",8.91e+11,"East Asia & Pacific",0.9273533327335,2,0,2,0,0.145257881488964,2.0609756097561,3.63976209679649e-17,0.502398058992215,"7"
"22",2014,"IND",2.04e+12,"South Asia",2.10842811271358,1,0,1,0,0.109643951335363,1.58536585365854,1.81988104839825e-17,0.409464537199268,"12"
"23",2014,"IRL",2.58e+11,"Europe & Central Asia",0.276682892587815,5,1,6,0.333333333333333,0.333088547754193,4.75316725138203,0.0382960639979329,0.868251002527305,"3"
"24",2014,"ITA",2.16e+12,"Europe & Central Asia",2.2317779591867,2,5,7,0.25,0.33692933033236,2.32765398108816,0.163617384546749,0.679377085371715,"2"
"25",2014,"JPN",4.85e+12,"East Asia & Pacific",4.99687035095905,1,2,3,0,0.153813108498675,1.58536585365854,0.0439346978542921,0.409464537199268,"7"
"26",2014,"KOR",1.41e+12,"East Asia & Pacific",1.46084141872973,3,2,5,3.25,0.216933687713455,2.53658536585366,0.056436828019254,0.520387759716112,"7"
"27",2014,"LTU",48485169331,"Europe & Central Asia",0.0613193742806315,4,1,5,6,0.255660766901208,3.24034041931705,0.0238564424144521,0.823313135058115,"8"
"28",2014,"LUX",66103853237,"Europe & Central Asia",0.0794298905711604,8,1,9,4.08333333333333,0.413818310312378,7.73685509106333,0.026699923284238,0.927344149933281,"3"
"29",2014,"LVA",31382780146,"Europe & Central Asia",0.0437395652781881,4,1,5,1.5,0.229204174876809,3.33307773555121,0.0412964960211246,0.577686843025342,"8"
"30",2014,"MEX",1.31e+12,"Latin America & Caribbean",1.35804988000213,2,0,2,0,0.1456606566626,2.0609756097561,3.63976209679649e-17,0.500056192959896,"13"
"31",2014,"MLT",11303729347,"Middle East & North Africa",0.0231,7,0,7,0,0.299077040877843,7.64291828382674,7.27952419359298e-17,0.646542100583545,"3"
"32",2014,"NLD",8.91e+11,"Europe & Central Asia",0.9273533327335,5,4,9,78.5833333333333,0.363769048185977,4.91431252699583,0.101725180797049,0.893695035122548,"3"
"33",2014,"NOR",4.98e+11,"Europe & Central Asia",0.523382585534047,1,0,1,0,0.0206390917464287,1.52268643822889,1.81988104839825e-17,0.0499344418864555,"9"
"34",2014,"POL",5.45e+11,"Europe & Central Asia",0.571694608736017,2,5,7,3,0.269036378159842,2.04228812742962,0.185788413555302,0.33777483108544,"8"
"35",2014,"PRT",2.3e+11,"Europe & Central Asia",0.247901261744088,3,0,3,0,0.203392246234934,3.01275259548366,5.45964314519474e-17,0.70336881914604,"10"
"36",2014,"ROU",2e+11,"Europe & Central Asia",0.217063800125808,3,0,3,0,0.21977501508831,3.02595017541461,5.45964314519474e-17,0.746372602012904,"2"
"37",2014,"RUS",2.06e+12,"Europe & Central Asia",2.1289864204591,0,6,6,0,0.165982270241216,1,0.165734213217019,2.29221071947932e-16,"8"
"38",2014,"SVK",1.01e+11,"Europe & Central Asia",0.115300176785488,6,1,7,7,0.313993050757188,7.3355598716932,0.0356379195641887,0.823128460974799,"2"
"39",2014,"SVN",49930685013,"Europe & Central Asia",0.0628052420927081,4,0,4,0,0.250479744582291,3.72424636974106,7.27952419359298e-17,0.789814696257009,"2"
"40",2014,"SWE",5.8e+11,"Europe & Central Asia",0.607671647290675,1,5,6,13.25,0.188237394722312,1.74228812742962,0.121950589977844,0.269912548172448,"9"
"41",2014,"TUR",9.34e+11,"Europe & Central Asia",0.971553694386367,1,1,2,0,0.133550194081145,1.58536585365854,0.029546278987117,0.409464537199268,"4"
"42",2014,"TWN",5.39e+11,"East Asia & Pacific",0.565527116412361,4,0,4,0,0.185908025170589,3.29756097560976,7.27952419359298e-17,0.543496639382011,"7"
"43",2014,"USA",1.75e+13,"North America",18,1,8,9,0,0.328487845326499,1.58536585365854,0.221244204395023,0.409464537199268,"3"
"44",2014,"ROW",1.08e+13,"Rest of the World ",11.112966905251,2,38,40,56.5833333333333,1,1.95121951219512,1,0.183525177553576,"2"
